"link";"price";"sold";"auction_end";"title";"distillery";"year_ditilled";"region";"bottler";"cask_info";"strength";"size";"distillery_status";"details";"image";"age";"cask_type"
"https://whiskyauctioneer.com/lot/0524-05/cask-orkney-single-malt-2008-hogshead-34-stored-edrington";"5900";"Reserve not met";"2024-06-10";"Cask: Orkney Single Malt 2008 Hogshead #34 / stored at Edrington";"See Lot Description";"2008";"Island";"still in cask";"Hogshead";"63.80%";"BULK 225.23 LITRES";"Operational";"Cask: Orkney Single Malt 2008 Hogshead #34 / stored at EdringtonThis is a single malt which hails from the Isle of Orkney (either Scapa or Highland Park) and was distilled on 4th December 2008. It is currently maturing in Hogshead #34 at a bonded warehouse at Edrington, Great Western Road, Glasgow.Bulk Litres: 225.23Strength: 63.8%Original Litres of Alcohol: 143.7*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Orkney%202008.jpg?itok=MSjD9vhr";NA;NA
"https://whiskyauctioneer.com/lot/0524-06/cask-island-single-malt-2008-refill-butt-1-stored-whisky-broker";"17500";"Reserve not met";"2024-06-10";"Cask: Island Single Malt 2008 Refill Butt #1 / stored at Whisky Broker";"See Lot Description";"2008";"Island";"still in cask";"Refill Butt";"64.5% as of 06/2024";"BULK 485.1 LITRES AS OF 06/2024";"Operational";"Cask: Island Single Malt 2008 Refill Butt #1 / stored at Whisky BrokerThis is an island single malt was distilled on 3rd December 2008. It is currently maturing in Refill Butt #1 at a bonded warehouse at Whisky Broker.The following are the results of a cask regauge in June 2024.Bulk Litres: 485.1Strength: 64.5%Regauged Litres of Alcohol: 313.3*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/island-cask-01.png?itok=Ckwo5uvK";NA;NA
"https://whiskyauctioneer.com/lot/0524-07/cask-ardmore-1998-hogshead-750704-stored-whisky-broker";"12500";"Reserve not met";"2024-06-10";"Cask: Ardmore 1998 Hogshead #750704 / stored at Whisky Broker";"Ardmore";"1998";"Highland";"still in cask";"Hogshead";"52.20% as of 19/03/2024";"BULK 118.83 LITRES AS OF 19/03/2024";"Operational";"Cask: Ardmore 1998 Hogshead #750704 / stored at Whisky BrokerThis Ardmore single malt was distilled on 27th May 1998 and is currently maturing in single hogshead #750704 at a bonded warehouse at Whisky Broker. Ardmore was built by Wm. Teacher at the end of the 19th century, and as a rare peated Highland single malt, provided the smoky qualities in their well-loved blends. Now in the hands of Beam Suntory, there have been very few official bottlings, but the independent releases that have appeared over the years are much sought after.The following are the results of a cask regauge on 19th March 2024.New Bulk Litres: 118.83Strength: 52.20%Regauged Litres of Alcohol: 62.11*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Ardmore%201998%201.jpg?itok=u1W66kg0";NA;NA
"https://whiskyauctioneer.com/lot/0524-11/cask-fettercairn-1997-single-hogshead-1382-stored-north-star-spirits";"16000";"Reserve not met";"2024-06-10";"Cask: Fettercairn 1997 Single Hogshead #1382 / stored at North Star Spirits";"Fettercairn";"1997";"Highland";"still in cask";"Hogshead";"55.40% as of 29/05/2024";"BULK 118.375 LITRES as of 29/05/2024";"Operational";"Cask: Fettercairn 1997 Single Hogshead #1382 / stored at North Star SpiritsThis Fettercairn was distilled in March 1997 and is maturing in single hogshead #1382 at a bonded warehouse at North Star Spirits.Fettercairn distillery was built in 1825 and aside froma brief period in mothballs in the 1930s, has been in operation ever since. It was re-opened from that closure in 1939 by Associated Scottish Distilleries, the Scotch arm of the post-Prohibition drinks giant in the US, National Distillers. When ASD ceased trading in 1954 the distillery passed through various hands before being bought by Whyte & Mackay in 1973. Despite being an important contributor to their blends, they also pushed Fettercairn as a single malt brand, known as ""Old Fettercairn"" until 2002 when the prefix was dropped.The following information is the result of a regaugin which took place on 29th May 2024:Bulk Litres: 118.375Strength: 55.40%Regauged Litres of Alcohol: 65.58*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Fettercairn%201997.jpg?itok=YEd-kjhT";NA;NA
"https://whiskyauctioneer.com/lot/0524-10/cask-glen-garioch-2014-single-cask-7393-stored-north-british";"2600";NA;"2024-06-10";"Cask: Glen Garioch 2014 Single Cask #7393 / stored at North British";"Glen Garioch";"2014";"Highland";"still in cask";"Fresh Bourbon Barrel";"56.4% as of 29/05/2024";"BULK 158.86 litres as of 29/05/2024";"Operational";"Cask: Glen Garioch 2014 Single Cask #7393 / stored at North BritishThis Glen Garioch was distilled in 2014 and maturing in single cask #7393 at a bonded warehouse at North British, Muirhall.Glen Garioch is one of the oldest distilleries in Scotland. For most of the 20th century it was self-sufficient, malting its own barley using peat from Pitsligo, giving it a unique smoky character. In fact, in 1968 it was short-listed by then-owners DCL, to convert to heavily peated production in order to make up for a shortfall on Islay caused by a drought. In an odd twist of fate, the decision was instead made to re-open Brora for the job, and close Glen Garioch down. Morrison Bowmore then spring to its rescue, restarting production in 1973. The maltings and distillery were closed down again by Beam Suntory in 1995, and only the latter resumed operations two years later, with contemporary Glen Garioch becoming an un-peated single malt. These pre-1995 vintages are worth investigating while you can..The following information is the result of a regauging which took place on 29th May 2024.Bulk Litres: 158.86Strength: 56.4%Regauged Litres of Alcohol: 89.6*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Glen%20Garioch%202014.jpg?itok=vnFf1RvI";NA;NA
"https://whiskyauctioneer.com/lot/0524-08/cask-speyside-single-malt-glenrothes-2016-refill-hogshead-8261-stored-north-british";"1350";"Reserve not met";"2024-06-10";"Cask: Speyside Single Malt (Glenrothes) 2016 Refill Hogshead #8261 / stored at North British";"Glenrothes";"2016";"Speyside";"still in cask";"Refill Hogshead";"66.90% as of 29/05/2024";"BULK 222.86 LITRES AS OF 29/05/2024";"Operational";"Cask: Speyside Single Malt (Glenrothes) 2016 Refill Hogshead #8261 / stored at North BritishThis is a cask of Speyside single malt from the Glenrothes distillery.Please Note: For trademark reasons, when the cask is bottled, the name Glenrothes can not be used on the bottlings.The cask was filled on the 1st September 2016 and is maturing in single refill hogshead cask #8261 at a bonded warehouse at North British, Muirhall.The following are the results of a cask regauge which took place on 29th May 2024.Bulk Litres: 222.86Strength: 66.90%Regauged Litres of Alcohol: 149.1*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Speyside%20Distillery%208261.jpg?itok=t8m7qb7q";NA;NA
"https://whiskyauctioneer.com/lot/0524-09/cask-speyside-single-malt-glenrothes-2016-refill-hogshead-8262-stored-north-british";"1350";"Reserve not met";"2024-06-10";"Cask: Speyside Single Malt (Glenrothes) 2016 Refill Hogshead #8262 / stored at North British";"Glenrothes";"2016";"Speyside";"still in cask";"Refill Hogshead";"67.9% as of 29/05/2024";"BULK 222.97 LITRES AS OF 29/05/2024";"Operational";"Cask: Speyside Single Malt (Glenrothes) 2016 Refill Hogshead #8262 / stored at North BritishThis is a cask of Speyside single malt from the Glenrothes distillery.Please Note: For trademark reasons, when the cask is bottled, the name Glenrothes can not be used on the bottlings.It was filled on the 1st September 2016 and is maturing in single refill hogshead cask #8262 at a bonded warehouse at North British, Muirhall.The following are the results of a cask regauge on 29th May 2024..Bulk Litres: 222.97Strength: 67.9%Regauged Litres of Alcohol: 151.4*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Speyside%20Distillery%208262.jpg?itok=F3IHKlXW";NA;NA
"https://whiskyauctioneer.com/lot/0324-01a/cask-bruichladdich-2005-fresh-bourbon-barrel-396-stored-bruichladdich";"13000";"Reserve not met";"2024-05-06";"Cask: Bruichladdich 2005 Fresh Bourbon Barrel #396 / stored at Bruichladdich";"Bruichladdich";"2005";"Islay";"STILL IN CASK";"fresh bourbon barrel";"60.9% as of 02/2024";"87.4 RLA as of 02/2024";"Operational";"Cask: Bruichladdich 2005 Fresh Bourbon Barrel #396 / stored at BruichladdichThis Bruichladdich fresh bourbon barrel was filled on 1st June 2005 and is currently maturing at a bonded warehouse at Bruichladdich.Like its island neighbour Bunnahabhain distillery, Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008. A recommissioned Lomond still also now produces the popular Botanist gin there. This cask was regauged in February 2024.New Bulk: 142 LitresStrength: 60.9%Regauged Litres of Alcohol: 87.4*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Bruichladdich%202005_0.jpg?itok=cWE1fV5m";NA;NA
"https://whiskyauctioneer.com/lot/2403exp2/cask-borders-2024-iwd-quarter-cask-stored-borders-distillery-demeter-collection";"1499";NA;"2024-04-08";"Cask: Borders 2024 IWD Quarter Cask / stored at Borders distillery - The Demeter Collection";"Borders";"2024";"Lowland";"still in cask";"Quarter cask";"63.50%";"89 bulk litres";"Operational";"Cask: Borders 2024 IWD Quarter Cask / stored at Borders distillery - The Demeter CollectionThere is a long history of women working in manufacturing and the Borders distilling team is no different. Led by Caitlin Heard, the majority of the team are women with all of them either awarded or studying for their General Certificate of Distilling.For The Demeter Collection, Caitlin, Catherine, Cerys, Kirsty, Paige and Robyn have chosen to fill a single quarter cask on International Women's Day, Friday the 8th of March 2024, with the distillery’s award-winning new make spirit. The quarter cask itself features the signatures of each of the women who played a part in bringing this cask to life.The cask includes up to 5 years of storage at the distillery and the winning bidder can select any bottling date after the first 3 years (although not prior to the release of the distillery's own inaugural single malt). The bottling and labelling will be conducted by the distillery will full customisation options available.The winning bidder will be liable for the payment of duty and tax.Bulk Litres: 89ABV: 63.5%VIP Experience IncludedThis lot includes a private tour of the Borders distillery plus the opportunity to meet the whisky makers. The tour can welcome up to 6 guests, and will include a walk round of the distillery learning the ways of the Borders distilling process, as well as a tasting in the distillery bar. (Travel not included. Subject to availability).In Support of The OurWhisky FoundationThis lot has been generously donated to support The OurWhisky Foundation. 100% of the funds raised from this auction, including Whisky Auctioneer’s buyer’s commission, will be donated to The OurWhisky Foundation in support of its work providing initiatives and projects that support women working in whisky.Named after the Greek goddess of grain, the Demeter Collection will highlight unique whiskies crafted and inspired by some of the industry’s most talented women. Despite her important role within Greek mythology, Demeter remains one of the lesser-known of the Olympians, her story largely untold in popular culture. Just like Demeter’s sidelining in pop culture, women’s contributions to whisky have been vastly under-recognised. Through the Demeter Collection we want to honour the grain goddess and tell the untold stories of women in whisky, while raising much-needed funds to enable the OurWhisky Foundation to support, recognise and empower future generations of women in the industry.*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Charity%20lot%20Frame%20-%20Cask_0.jpg?itok=bwyoPVdL";NA;NA
"https://whiskyauctioneer.com/lot/0324-01/cask-bruichladdich-2005-fresh-bourbon-barrel-396-stored-bruichladdich";"15000";"Reserve not met";"2024-04-08";"Cask: Bruichladdich 2005 Fresh Bourbon Barrel #396 / stored at Bruichladdich";"Bruichladdich";"2005";"Islay";"STILL IN CASK";"fresh bourbon barrel";"60.9% as of 02/2024";"87.4 RLA as of 02/2024";"Operational";"Cask: Bruichladdich 2005 Fresh Bourbon Barrel #396 / stored at BruichladdichThis Bruichladdich fresh bourbon barrel was filled on 1st June 2005 and is currently maturing at a bonded warehouse at Bruichladdich.Like its island neighbour Bunnahabhain distillery, Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008. A recommissioned Lomond still also now produces the popular Botanist gin there. This cask was regauged in February 2024.New Bulk: 142 LitresStrength: 60.9%Regauged Litres of Alcohol: 87.4*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Bruichladdich%202005.jpg?itok=T4G1RHtj";NA;NA
"https://whiskyauctioneer.com/lot/0324-02/cask-ardmore-1998-hogshead-750706-stored-whiskybroker";"20000";"Reserve not met";"2024-04-08";"Cask: Ardmore 1998 Hogshead #750706 / stored at WhiskyBroker";"Ardmore";"1998";"Highland";"still in cask";"Hogshead";"52.3% as of 03/2024";"Bulk 148.3197 Litres as of 03/2024";"Operational";"Cask: Ardmore 1998 Hogshead #750706 / stored at WhiskyBrokerArdmore was built by Wm. Teacher at the end of the 19th century, and as a rare peated Highland single malt, provided the smoky qualities in their well-loved blends. Now in the hands of Beam Suntory, there have been very few official bottlings, but the independent releases that have appeared over the years are much sought after.Single hogshead #750706 was filled on 27th May 1998 and is currently in storage at WhiskyBroker.The following are the results of a regauging which took place in March 2024.Bulk Litres: 148.3197Regauged Litres of Alcohol: 77.5937Strength: 52.3%All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner.*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Ardmore%201998.jpg?itok=PjpGmEFs";NA;NA
"https://whiskyauctioneer.com/lot/0324-03/cask-islay-single-malt-1985-first-fill-bourbon-barrel-8-stored-inveralmond-bond";"65000";"Reserve not met";"2024-04-08";"Cask: Islay Single Malt 1985 First Fill Bourbon Barrel #8 / stored at Inveralmond Bond";"Bruichladdich";"1985";"Islay";"still in cask";"First Fill Bourbon Barrel";"46.7% as of 02/2023";"BULK 184.15 LITRES AS OF 02/2023";"Operational";"Cask: Islay Single Malt 1985 First Fill Bourbon Barrel #8 / stored at Inveralmond BondThis first fill bourbon barrel of an unnamed Islay single malt was distilled on 31st December 1985 and is currently maturing at a bonded warehouse in Inveralmond, Perth.The cask was placed into an IBC on 10th June 2019 and re-racked into a first fill bourbon (Maker's Mark) barrel on 24th March 2021. The following are the results of a cask regauge in February 2023.New Bulk Litres: 184.15Strength: 46.7%Regauged Litres of Alcohol: 86*IMPORTANT NOTICE: This cask will need to be moved from it's current location within 30 days of the auction ending.The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Islay%201985%201.jpg?itok=J1OD-91F";NA;NA
"https://whiskyauctioneer.com/lot/1123-06a/1-highland-single-malt-2003-refill-barrel-8-heavily-peated-cask-storage-dm-winchester";"6000";"Reserve not met";"2024-01-08";"Cask: Highland Single Malt 2003 Refill Barrel #8 - Heavily Peated / stored at D&M Winchester (Forres)";"Bruichladdich";"2003";"Highland";"still in cask";"Refill Barrel";"54.4% RLA as of 08/2023";"152.51 RLA as of 08/2023";"Operational";"Cask: Highland Single Malt 2003 Refill Barrel #8 - Heavily Peated / stored at D&M Winchester (Forres)A cask of unnamed heavily peated Highland single malt Scotch whisky.Single refill barrel #8 was filled on 27th June 2003 and is currently in storage at D&M Winchester (Forres).The following are the results of a regauging which took place in August 2023.Bulk Litres: 152.24Regauged Litres of Alcohol: 83Strength: 54.40%All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner.*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Highland%202003.jpg?itok=lXdCeChR";NA;NA
"https://whiskyauctioneer.com/lot/1223-02/1-jura-1988-hogshead-1357-cask-storage-whiskybroker";"25000";"Reserve not met";"2024-01-08";"Cask: Jura 1988 Hogshead #1357 / stored at Whiskybroker";"Jura";"1988";"Island";"still in cask";"Hogshead";"47.9% as of 23/05/2023";"71.3730 RLA as of 23/05/2023";"Operational";"Cask: Jura 1988 Hogshead #1357 / stored at WhiskybrokerA single hogshead for Jura single malt which was distilled on 27th September 1988 and is currently maturing at a bonded warehouse at Whiskybroker.Bulk Litres 148.7210 LitreRe-gauged Litres of Alcohol: 71.3730Strength: 47.9%The cask was re-Gauged on 23rd May 2023.All relevant paperwork will accompany this purchase. Ownership of the cask will be transferred once payment is processed post auction. Any costs relating to storage, removal from storage, bottling and duty/tax payments will become the responsibility of the new owner.*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Jura%201988.jpg?itok=4iiMgOPB";NA;NA
"https://whiskyauctioneer.com/lot/1223-01/1-fettercairn-2008-1st-fill-amontillado-barrel-4647-cask-storage-whiskybroker";"5500";"Reserve not met";"2024-01-08";"Cask: Fettercairn 2008 1st Fill Amontillado Barrel #4647 - stored at Whiskybroker";"Fettercairn";"2008";"Highland";"Still in cask";"1st fill Amontillado Barrel";"54.8% as of 10/23";"79.0496 RLA as of 10/23";"Operational";"Cask: Fettercairn 2008 1st Fill Amontillado Barrel #4647 - stored at WhiskybrokerThis cask of Fettercairn single malt spirit was distilled on the 30th October 2008 and is currently maturing at a bonded warehouse at Whiskybroker.Cask #4647 was re-racked into a first-fill amontillado barrel in January 2023 and re-gauged in October 2023.New Bulk 144.1800 LitresStrength 54.8%79.0 Regauged Litres of Alcohol*IMPORTANT NOTICE: The buyer of any cask which is stored at this location must have an existing account with the company that owns the warehouse. Please note that the buyer will also be fully responsible for all fees associated with the transfer of ownership of the cask.Title of ownership for sold lots shall be passed on to the buyer within 14 days of the receipt of funds PROVIDED THAT a Buyer meets, and can demonstrate they meet, HMRC requirements for owning duty-suspended goods.  In short: a UK resident revenue trader must have a valid Owners of Warehoused Goods Regulations Certificate (“WOWGR”).  A UK resident who is not a revenue trader does not require a WOWGR but must make arrangements with the warehousekeeper storing the cask.  Non-UK residents should appoint a UK Duty Representative to act for them.  Further details and guidance can be found via the below websites.HMRC Excise Notice 196HMRC Excise Notice 206";"https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/Fettercairn%202008.jpg?itok=ZAQ4cOAJ";NA;NA
